"ct_numero";"uo_libelle"
"69227";"Dakar Dem Dikk"
"69228";"Dakar Dem Dikk"
"69229";"Dakar Dem Dikk"
"69230";"Dakar Dem Dikk"
"69221";"Dakar Dem Dikk"
"69222";"Dakar Dem Dikk"
"69223";"Dakar Dem Dikk"
"69275";"Dakar Dem Dikk"
"25703";"Dakar Dem Dikk"
"25697";"Dakar Dem Dikk"
"69225";"Dakar Dem Dikk"
"25652";"Dakar Dem Dikk"
"25651";"Dakar Dem Dikk"
"25655";"Dakar Dem Dikk"
"69287";"Dakar Dem Dikk"
"25656";"Dakar Dem Dikk"
"6613";"DER"
"6742";"DER"
"12387";"DER"
"25882";"DER"
"25884";"DER"
"25885";"DER"
"25886";"DER"
"25887";"DER"
"25917";"DER"
"25919";"DER"
"25920";"DER"
"25922";"DER"
"25924";"DER"
"25925";"DER"
"25926";"DER"
"25927";"DER"
"26753";"DER"
"26754";"DER"
"26755";"DER"
"26756";"DER"
"26758";"DER"
"26759";"DER"
"28165";"DER"
"29694";"DER"
"29696";"DER"
"29746";"DER"
"29752";"DER"
"29767";"DER"
"29782";"DER"
"69624";"DER"
"69632";"DER"
"69633";"DER"
"69634";"DER"
"69635";"DER"
"69638";"DER"
"69642";"DER"
"69643";"DER"
"69644";"DER"
"69645";"DER"
"69649";"DER"
"69650";"DER"
"69672";"DER"
"69676";"DER"
"69677";"DER"
"15046";"DMC SENEGAL"
"15048";"DMC SENEGAL"
"21898";"DMC SENEGAL"
"25845";"DMC SENEGAL"
"25846";"DMC SENEGAL"
"25874";"DMC SENEGAL"
"25875";"DMC SENEGAL"
"25876";"DMC SENEGAL"
"25877";"DMC SENEGAL"
"36124";"DMC SENEGAL"
"37251";"DMC SENEGAL"
"64115";"DMC SENEGAL"
"64204";"DMC SENEGAL"
"64228";"DMC SENEGAL"
"64407";"DMC SENEGAL"
"69199";"DMC SENEGAL"
"69205";"DMC SENEGAL"
"69364";"DMC SENEGAL"
"69490";"DMC SENEGAL"
"90536";"DMC SENEGAL"
"30342";"EIFFAGE RAIL SENEGAL"
"30343";"EIFFAGE RAIL SENEGAL"
"30344";"EIFFAGE RAIL SENEGAL"
"32638";"EIFFAGE RAIL SENEGAL"
"32639";"EIFFAGE RAIL SENEGAL"
"32640";"EIFFAGE RAIL SENEGAL"
"32641";"EIFFAGE RAIL SENEGAL"
"32644";"EIFFAGE RAIL SENEGAL"
"32647";"EIFFAGE RAIL SENEGAL"
"32648";"EIFFAGE RAIL SENEGAL"
"38001";"EIFFAGE RAIL SENEGAL"
"38003";"EIFFAGE RAIL SENEGAL"
"38261";"EIFFAGE RAIL SENEGAL"
"64124";"EIFFAGE RAIL SENEGAL"
"64128";"EIFFAGE RAIL SENEGAL"
"64225";"EIFFAGE RAIL SENEGAL"
"64234";"EIFFAGE RAIL SENEGAL"
"64345";"EIFFAGE RAIL SENEGAL"
"64346";"EIFFAGE RAIL SENEGAL"
"64435";"EIFFAGE RAIL SENEGAL"
"64825";"EIFFAGE RAIL SENEGAL"
"64826";"EIFFAGE RAIL SENEGAL"
"64827";"EIFFAGE RAIL SENEGAL"
"69147";"EIFFAGE RAIL SENEGAL"
"69254";"EIFFAGE RAIL SENEGAL"
"69689";"EIFFAGE RAIL SENEGAL"
"69690";"EIFFAGE RAIL SENEGAL"
"69698";"EIFFAGE RAIL SENEGAL"
"69715";"EIFFAGE RAIL SENEGAL"
"69884";"EIFFAGE RAIL SENEGAL"
"81781";"EIFFAGE RAIL SENEGAL"
"90888";"EIFFAGE RAIL SENEGAL"
"90893";"EIFFAGE RAIL SENEGAL"
"90900";"EIFFAGE RAIL SENEGAL"
"64020";"EIFFAGE SENEGAL SAS"
"64021";"EIFFAGE SENEGAL SAS"
"64022";"EIFFAGE SENEGAL SAS"
"64023";"EIFFAGE SENEGAL SAS"
"64024";"EIFFAGE SENEGAL SAS"
"64025";"EIFFAGE SENEGAL SAS"
"64026";"EIFFAGE SENEGAL SAS"
"64027";"EIFFAGE SENEGAL SAS"
"64028";"EIFFAGE SENEGAL SAS"
"64029";"EIFFAGE SENEGAL SAS"
"64030";"EIFFAGE SENEGAL SAS"
"64127";"EIFFAGE SENEGAL SAS"
"64159";"EIFFAGE SENEGAL SAS"
"64172";"EIFFAGE SENEGAL SAS"
"64175";"EIFFAGE SENEGAL SAS"
"64176";"EIFFAGE SENEGAL SAS"
"64177";"EIFFAGE SENEGAL SAS"
"64178";"EIFFAGE SENEGAL SAS"
"64179";"EIFFAGE SENEGAL SAS"
"64238";"EIFFAGE SENEGAL SAS"
"64239";"EIFFAGE SENEGAL SAS"
"64240";"EIFFAGE SENEGAL SAS"
"64241";"EIFFAGE SENEGAL SAS"
"64242";"EIFFAGE SENEGAL SAS"
"64243";"EIFFAGE SENEGAL SAS"
"64244";"EIFFAGE SENEGAL SAS"
"64245";"EIFFAGE SENEGAL SAS"
"64247";"EIFFAGE SENEGAL SAS"
"64269";"EIFFAGE SENEGAL SAS"
"64270";"EIFFAGE SENEGAL SAS"
"64271";"EIFFAGE SENEGAL SAS"
"64272";"EIFFAGE SENEGAL SAS"
"64273";"EIFFAGE SENEGAL SAS"
"64274";"EIFFAGE SENEGAL SAS"
"64275";"EIFFAGE SENEGAL SAS"
"64276";"EIFFAGE SENEGAL SAS"
"64277";"EIFFAGE SENEGAL SAS"
"64309";"EIFFAGE SENEGAL SAS"
"64319";"EIFFAGE SENEGAL SAS"
"64320";"EIFFAGE SENEGAL SAS"
"64321";"EIFFAGE SENEGAL SAS"
"64322";"EIFFAGE SENEGAL SAS"
"64323";"EIFFAGE SENEGAL SAS"
"64324";"EIFFAGE SENEGAL SAS"
"64325";"EIFFAGE SENEGAL SAS"
"64326";"EIFFAGE SENEGAL SAS"
"64335";"EIFFAGE SENEGAL SAS"
"64823";"EIFFAGE SENEGAL SAS"
"12264";"EOLIS SENEGAL"
"15060";"EOLIS SENEGAL"
"15061";"EOLIS SENEGAL"
"15063";"EOLIS SENEGAL"
"15070";"EOLIS SENEGAL"
"15111";"EOLIS SENEGAL"
"15119";"EOLIS SENEGAL"
"15158";"EOLIS SENEGAL"
"15159";"EOLIS SENEGAL"
"36127";"EOLIS SENEGAL"
"36130";"EOLIS SENEGAL"
"37284";"EOLIS SENEGAL"
"37296";"EOLIS SENEGAL"
"37297";"EOLIS SENEGAL"
"37298";"EOLIS SENEGAL"
"37975";"EOLIS SENEGAL"
"90829";"EOLIS SENEGAL"
"90978";"EOLIS SENEGAL"
"64308";"EPC MINEX"
"64313";"EPC MINEX"
"64342";"EPC MINEX"
"64343";"EPC MINEX"
"64344";"EPC MINEX"
"64351";"EPC MINEX"
"64373";"EPC MINEX"
"64381";"EPC MINEX"
"64384";"EPC MINEX"
"64385";"EPC MINEX"
"64386";"EPC MINEX"
"64387";"EPC MINEX"
"64388";"EPC MINEX"
"64389";"EPC MINEX"
"64390";"EPC MINEX"
"64391";"EPC MINEX"
"64392";"EPC MINEX"
"64394";"EPC MINEX"
"64395";"EPC MINEX"
"64396";"EPC MINEX"
"64397";"EPC MINEX"
"64398";"EPC MINEX"
"64056";"EPC MINEX"
"88299";"EPC MINEX"
"88300";"EPC MINEX"
"1881";"FAMY SENEGAL"
"7500";"FAMY SENEGAL"
"10243";"FAMY SENEGAL"
"18092";"FAMY SENEGAL"
"19138";"FAMY SENEGAL"
"25242";"FAMY SENEGAL"
"35307";"FAMY SENEGAL"
"64100";"FAMY SENEGAL"
"64316";"FAMY SENEGAL"
"64402";"FAMY SENEGAL"
"64405";"FAMY SENEGAL"
"69008";"FAMY SENEGAL"
"69703";"FAMY SENEGAL"
"69978";"FAMY SENEGAL"
"30702";"FERA"
"30703";"FERA"
"30704";"FERA"
"30705";"FERA"
"30706";"FERA"
"30707";"FERA"
"30708";"FERA"
"30730";"FERA"
"69526";"FERA"
"69527";"FERA"
"69528";"FERA"
"69529";"FERA"
"69530";"FERA"
"69503";"FONROCHE LIGHTING SENEGAL"
"69504";"FONROCHE LIGHTING SENEGAL"
"69505";"FONROCHE LIGHTING SENEGAL"
"69515";"FONROCHE LIGHTING SENEGAL"
"69534";"FONROCHE LIGHTING SENEGAL"
"69537";"FONROCHE LIGHTING SENEGAL"
"69538";"FONROCHE LIGHTING SENEGAL"
"69539";"FONROCHE LIGHTING SENEGAL"
"69540";"FONROCHE LIGHTING SENEGAL"
"69559";"FONROCHE LIGHTING SENEGAL"
"69558";"FONROCHE LIGHTING SENEGAL"
"69557";"FONROCHE LIGHTING SENEGAL"
"69556";"FONROCHE LIGHTING SENEGAL"
"69555";"FONROCHE LIGHTING SENEGAL"
"69554";"FONROCHE LIGHTING SENEGAL"
"90543";"FONROCHE LIGHTING SENEGAL"
"90544";"FONROCHE LIGHTING SENEGAL"
"90545";"FONROCHE LIGHTING SENEGAL"
"4624";"GECAMINES"
"10463";"GECAMINES"
"10494";"GECAMINES"
"10495";"GECAMINES"
"35068";"GECAMINES"
"64208";"GECAMINES"
"64224";"GECAMINES"
"64353";"GECAMINES"
"64357";"GECAMINES"
"64360";"GECAMINES"
"64433";"GECAMINES"
"69489";"GECAMINES"
"69862";"GECAMINES"
"69863";"GECAMINES"
"69865";"GECAMINES"
"69867";"GECAMINES"
"64361";"GECAMINES"
"88242";"GECAMINES"
"88250";"GECAMINES"
"90802";"GECAMINES"
"90958";"GECAMINES"
"90860";"GECAMINES"
"64450";"GSO SENEGAL "
"64451";"GSO SENEGAL "
"64452";"GSO SENEGAL "
"64471";"GSO SENEGAL "
"64472";"GSO SENEGAL "
"64473";"GSO SENEGAL "
"64474";"GSO SENEGAL "
"64453";"GSO SENEGAL "
"64454";"GSO SENEGAL "
"64455";"GSO SENEGAL "
"7040";"HAAS "
"7065";"HAAS "
"7066";"HAAS "
"7068";"HAAS "
"7069";"HAAS "
"7126";"HAAS "
"7127";"HAAS "
"7165";"HAAS "
"7168";"HAAS "
"7169";"HAAS "
"7170";"HAAS "
"7171";"HAAS "
"7172";"HAAS "
"4051";"HERTZ"
"4501";"HERTZ"
"4502";"HERTZ"
"4504";"HERTZ"
"4505";"HERTZ"
"4506";"HERTZ"
"4507";"HERTZ"
"4510";"HERTZ"
"4515";"HERTZ"
"4518";"HERTZ"
"4524";"HERTZ"
"4551";"HERTZ"
"4649";"HERTZ"
"4650";"HERTZ"
"4716";"HERTZ"
"5659";"HERTZ"
"5662";"HERTZ"
"7062";"HERTZ"
"7134";"HERTZ"
"7164";"HERTZ"
"10022";"HERTZ"
"30112";"HERTZ"
"30113";"HERTZ"
"30114";"HERTZ"
"30115";"HERTZ"
"30116";"HERTZ"
"30117";"HERTZ"
"30118";"HERTZ"
"30339";"HERTZ"
"33296";"HERTZ"
"33545";"HERTZ"
"33584";"HERTZ"
"33612";"HERTZ"
"33613";"HERTZ"
"33614";"HERTZ"
"33876";"HERTZ"
"33882";"HERTZ"
"34338";"HERTZ"
"35076";"HERTZ"
"35231";"HERTZ"
"35430";"HERTZ"
"37856";"HERTZ"
"37866";"HERTZ"
"37867";"HERTZ"
"37871";"HERTZ"
"37874";"HERTZ"
"37877";"HERTZ"
"37879";"HERTZ"
"37898";"HERTZ"
"69699";"HERTZ"
"69798";"HERTZ"
"90541";"HERTZ"
"90934";"HERTZ"
"90935";"HERTZ"
"90936";"HERTZ"
"90937";"HERTZ"
"90938";"HERTZ"
"90939";"HERTZ"
"90940";"HERTZ"
"90941";"HERTZ"
"90942";"HERTZ"
"90943";"HERTZ"
"90944";"HERTZ"
"6189";"INEO SCLE FERROVIAIRE"
"7646";"INEO SCLE FERROVIAIRE"
"7653";"INEO SCLE FERROVIAIRE"
"8396";"INEO SCLE FERROVIAIRE"
"9722";"INEO SCLE FERROVIAIRE"
"11504";"INEO SCLE FERROVIAIRE"
"11511";"INEO SCLE FERROVIAIRE"
"11512";"INEO SCLE FERROVIAIRE"
"11539";"INEO SCLE FERROVIAIRE"
"11540";"INEO SCLE FERROVIAIRE"
"14661";"INEO SCLE FERROVIAIRE"
"27626";"INEO SCLE FERROVIAIRE"
"27770";"INEO SCLE FERROVIAIRE"
"28810";"INEO SCLE FERROVIAIRE"
"28924";"INEO SCLE FERROVIAIRE"
"28935";"INEO SCLE FERROVIAIRE"
"28986";"INEO SCLE FERROVIAIRE"
"29060";"INEO SCLE FERROVIAIRE"
"64039";"INEO SCLE FERROVIAIRE"
"89170";"INEO SCLE FERROVIAIRE"
"90804";"INEO SCLE FERROVIAIRE"
"90834";"INEO SCLE FERROVIAIRE"
"90898";"INEO SCLE FERROVIAIRE"
"90955";"INEO SCLE FERROVIAIRE"
"6682";"IZYCAB SARL"
"7781";"IZYCAB SARL"
"7784";"IZYCAB SARL"
"7832";"IZYCAB SARL"
"7833";"IZYCAB SARL"
"8385";"IZYCAB SARL"
"8388";"IZYCAB SARL"
"8451";"IZYCAB SARL"
"9628";"IZYCAB SARL"
"12549";"IZYCAB SARL"
"12550";"IZYCAB SARL"
"12573";"IZYCAB SARL"
"12574";"IZYCAB SARL"
"12576";"IZYCAB SARL"
"12632";"IZYCAB SARL"
"12635";"IZYCAB SARL"
"12636";"IZYCAB SARL"
"13701";"IZYCAB SARL"
"15052";"IZYCAB SARL"
"15067";"IZYCAB SARL"
"15099";"IZYCAB SARL"
"15126";"IZYCAB SARL"
"15295";"IZYCAB SARL"
"15297";"IZYCAB SARL"
"30128";"IZYCAB SARL"
"64103";"IZYCAB SARL"
"69334";"IZYCAB SARL"
"69335";"IZYCAB SARL"
"69336";"IZYCAB SARL"
"69337";"IZYCAB SARL"
"69338";"IZYCAB SARL"
"69339";"IZYCAB SARL"
"69340";"IZYCAB SARL"
"69341";"IZYCAB SARL"
"69342";"IZYCAB SARL"
"69343";"IZYCAB SARL"
"69344";"IZYCAB SARL"
"69345";"IZYCAB SARL"
"69348";"IZYCAB SARL"
"69349";"IZYCAB SARL"
"69350";"IZYCAB SARL"
"69578";"IZYCAB SARL"
"90891";"IZYCAB SARL"
"9667";"KEDA SN CERAMICS LTD "
"18729";"KEDA SN CERAMICS LTD "
"30878";"KEDA SN CERAMICS LTD "
"30129";"KEDA SN CERAMICS LTD "
"33508";"KEDA SN CERAMICS LTD "
"33509";"KEDA SN CERAMICS LTD "
"33510";"KEDA SN CERAMICS LTD "
"32657";"3FPT"
"32658";"3FPT"
"32659";"3FPT"
"32660";"3FPT"
"32671";"3FPT"
"32681";"3FPT"
"32697";"3FPT"
"32698";"3FPT"
"32699";"3FPT"
"69604";"3FPT"
"104175";"3FPT"
"104176";"3FPT"
"104370";"3FPT"
"90743";"COGELEC"
"103391";"COMET SA"
"101746";"COMET SA"
"101747";"COMET SA"
"101748";"COMET SA"
"101749";"COMET SA"
"101751";"COMET SA"
"103370";"COMET SA"
"103371";"COMET SA"
"103372";"COMET SA"
"103373";"COMET SA"
"103374";"COMET SA"
"103375";"COMET SA"
"104385";"COMET SA"
"104483";"COMET SA"
"104484";"COMET SA"
"104405";"COSETRANS SUARL"
"104406";"COSETRANS SUARL"
"104411";"COSETRANS SUARL"
"104412";"COSETRANS SUARL"
"104413";"COSETRANS SUARL"
"104414";"COSETRANS SUARL"
"104415";"COSETRANS SUARL"
"104416";"COSETRANS SUARL"
"104417";"COSETRANS SUARL"
"104418";"COSETRANS SUARL"
"104419";"COSETRANS SUARL"
"104420";"COSETRANS SUARL"
"104426";"COSETRANS SUARL"
"104427";"COSETRANS SUARL"
"104428";"COSETRANS SUARL"
"104429";"COSETRANS SUARL"
"104430";"COSETRANS SUARL"
"104431";"COSETRANS SUARL"
"104432";"COSETRANS SUARL"
"104433";"COSETRANS SUARL"
"104434";"COSETRANS SUARL"
"104435";"COSETRANS SUARL"
"104436";"COSETRANS SUARL"
"104437";"COSETRANS SUARL"
"104438";"COSETRANS SUARL"
"83542";"CRBC"
"104384";"CRBC"
"112649";"3FPT"
"101629";"AMBASSADE DESPAGNE GUARDIA CIVIL"
"101630";"AMBASSADE DESPAGNE GUARDIA CIVIL"
"101631";"AMBASSADE DESPAGNE GUARDIA CIVIL"
"101632";"AMBASSADE DESPAGNE GUARDIA CIVIL"
"101633";"AMBASSADE DESPAGNE GUARDIA CIVIL"
"101634";"AMBASSADE DESPAGNE GUARDIA CIVIL"
"101641";"AMBASSADE DESPAGNE GUARDIA CIVIL"
"92247";"AMBASSADE DESPAGNE GUARDIA CIVIL"
"89801";"AMBASSADE DESPAGNE GUARDIA CIVIL"
"89822";"AMBASSADE DESPAGNE GUARDIA CIVIL"
"89823";"AMBASSADE DESPAGNE GUARDIA CIVIL"
"89832";"AMBASSADE DESPAGNE GUARDIA CIVIL"
"106063";"ASPT"
"106064";"ASPT"
"106065";"ASPT"
"112669";"ASPT"
"113603";"ASPT"
"AMSA REALTY";"AMSA REALTY"
"113562";"AMSA REALTY"
"113563";"AMSA REALTY"
"113579";"AMSA REALTY"
"113580";"AMSA REALTY"
"113581";"AMSA REALTY"
"113582";"AMSA REALTY"
"113583";"AMSA REALTY"
"113584";"AMSA REALTY"
"113585";"AMSA REALTY"
"113586";"AMSA REALTY"
"113587";"AMSA REALTY"
"113588";"AMSA REALTY"
"113589";"AMSA REALTY"
"113590";"AMSA REALTY"
"113591";"AMSA REALTY"
"113592";"AMSA REALTY"
"113593";"AMSA REALTY"
"113594";"AMSA REALTY"
"113595";"AMSA REALTY"
"113596";"AMSA REALTY"
"100769";"LES CHEMINS DE FER DU SENEGAL "
"103514";"LES CHEMINS DE FER DU SENEGAL "
"113569";"LES CHEMINS DE FER DU SENEGAL "
"113570";"LES CHEMINS DE FER DU SENEGAL "
"100740";"CIMAF SENEGAL"
"100762";"CIMAF SENEGAL"
"100763";"CIMAF SENEGAL"
"100764";"CIMAF SENEGAL"
"100765";"CIMAF SENEGAL"
"100766";"CIMAF SENEGAL"
"100767";"CIMAF SENEGAL"
"100768";"CIMAF SENEGAL"
"100770";"CIMAF SENEGAL"
"100771";"CIMAF SENEGAL"
"100772";"CIMAF SENEGAL"
"100773";"CIMAF SENEGAL"
"100774";"CIMAF SENEGAL"
"100775";"CIMAF SENEGAL"
"100776";"CIMAF SENEGAL"
"100777";"CIMAF SENEGAL"
"103179";"CIMAF SENEGAL"
"103180";"CIMAF SENEGAL"
"103555";"COGELEC"
"103556";"COGELEC"
"103557";"COGELEC"
"103558";"COGELEC"
"103559";"COGELEC"
"103560";"COGELEC"
"103561";"COGELEC"
"103562";"COGELEC"
"103563";"COGELEC"
"104421";"COGELEC"
"101640";"CSE GRANULAT"
"101698";"CSE GRANULAT"
"104254";"CSE GRANULAT"
"112661";"CSE GRANULAT"
"101750";"CSS"
"101752";"CSS"
"101753";"CSS"
"101754";"CSS"
"101755";"CSS"
"101756";"CSS"
"101757";"CSS"
"104318";"CSS"
"104319";"CSS"
"104320";"CSS"
"104321";"CSS"
"104322";"CSS"
"106087";"CSS"
"112757";"CSS"
"112758";"CSS"
"112759";"CSS"
"100780";"DANIEL HADDAD ET FILS SA"
"101636";"DANIEL HADDAD ET FILS SA"
"101637";"DANIEL HADDAD ET FILS SA"
"104020";"DANIEL HADDAD ET FILS SA"
"104031";"DANIEL HADDAD ET FILS SA"
"104032";"DANIEL HADDAD ET FILS SA"
"104033";"DANIEL HADDAD ET FILS SA"
"104034";"DANIEL HADDAD ET FILS SA"
"104035";"DANIEL HADDAD ET FILS SA"
"104036";"DANIEL HADDAD ET FILS SA"
"104037";"DANIEL HADDAD ET FILS SA"
"104038";"DANIEL HADDAD ET FILS SA"
"104039";"DANIEL HADDAD ET FILS SA"
"104040";"DANIEL HADDAD ET FILS SA"
"104041";"DANIEL HADDAD ET FILS SA"
"104042";"DANIEL HADDAD ET FILS SA"
"104043";"DANIEL HADDAD ET FILS SA"
"104045";"DANIEL HADDAD ET FILS SA"
"104082";"DANIEL HADDAD ET FILS SA"
"104084";"DANIEL HADDAD ET FILS SA"
"104203";"DANIEL HADDAD ET FILS SA"
"104210";"DANIEL HADDAD ET FILS SA"
"104211";"DANIEL HADDAD ET FILS SA"
"104393";"DANIEL HADDAD ET FILS SA"
"104394";"DANIEL HADDAD ET FILS SA"
"104395";"DANIEL HADDAD ET FILS SA"
"104263";"DANIEL HADDAD ET FILS SA"
"106072";"DANIEL HADDAD ET FILS SA"
"112641";"DANIEL HADDAD ET FILS SA"
"112667";"DANIEL HADDAD ET FILS SA"
"112673";"DANIEL HADDAD ET FILS SA"
"100727";"DAKAR CATERING"
"100728";"DAKAR CATERING"
"100729";"DAKAR CATERING"
"100730";"DAKAR CATERING"
"100731";"DAKAR CATERING"
"100744";"DAKAR CATERING"
"104007";"DAKAR DRAGAGE ET CONSTRUCTION SA"
"104008";"DAKAR DRAGAGE ET CONSTRUCTION SA"
"104274";"DAKAR DRAGAGE ET CONSTRUCTION SA"
"104278";"DAKAR DRAGAGE ET CONSTRUCTION SA"
"104280";"DAKAR DRAGAGE ET CONSTRUCTION SA"
"104281";"DAKAR DRAGAGE ET CONSTRUCTION SA"
"104282";"DAKAR DRAGAGE ET CONSTRUCTION SA"
"104283";"DAKAR DRAGAGE ET CONSTRUCTION SA"
"104284";"DAKAR DRAGAGE ET CONSTRUCTION SA"
"106011";"DAKAR DRAGAGE ET CONSTRUCTION SA"
"106012";"DAKAR DRAGAGE ET CONSTRUCTION SA"
"106093";"DAKAR DRAGAGE ET CONSTRUCTION SA"
"106095";"DAKAR DRAGAGE ET CONSTRUCTION SA"
"112756";"DAKAR DRAGAGE ET CONSTRUCTION SA"
"104309";"DAKAR VISION"
"104310";"DAKAR VISION"
"104311";"DAKAR VISION"
"104312";"DAKAR VISION"
"104313";"DAKAR VISION"
"104316";"DAKAR VISION"
"104317";"DAKAR VISION"
"80995";"DER"
"104369";"DER"
"104379";"DER"
"104401";"DER"
"104402";"DER"
"104491";"DER"
"104492";"DER"
"104493";"DER"
"104496";"DER"
"104497";"DER"
"104498";"DER"
"104499";"DER"
"104500";"DER"
"112651";"DER"
"103564";"DMC SENEGAL"
"103565";"DMC SENEGAL"
"103566";"DMC SENEGAL"
"103567";"DMC SENEGAL"
"103568";"DMC SENEGAL"
"103569";"DMC SENEGAL"
"103594";"DMC SENEGAL"
"103595";"DMC SENEGAL"
"103596";"DMC SENEGAL"
"103597";"DMC SENEGAL"
"103598";"DMC SENEGAL"
"103599";"DMC SENEGAL"
"104422";"DMC SENEGAL"
"69801";"ENTREPRISE MAPATHE NDIOUCK SA"
"69802";"ENTREPRISE MAPATHE NDIOUCK SA"
"69803";"ENTREPRISE MAPATHE NDIOUCK SA"
"69804";"ENTREPRISE MAPATHE NDIOUCK SA"
"69805";"ENTREPRISE MAPATHE NDIOUCK SA"
"69806";"ENTREPRISE MAPATHE NDIOUCK SA"
"69807";"ENTREPRISE MAPATHE NDIOUCK SA"
"69808";"ENTREPRISE MAPATHE NDIOUCK SA"
"69981";"ENTREPRISE MAPATHE NDIOUCK SA"
"69982";"ENTREPRISE MAPATHE NDIOUCK SA"
"69993";"ENTREPRISE MAPATHE NDIOUCK SA"
"101781";"ENTREPRISE MAPATHE NDIOUCK SA"
"101782";"ENTREPRISE MAPATHE NDIOUCK SA"
"101783";"ENTREPRISE MAPATHE NDIOUCK SA"
"101784";"ENTREPRISE MAPATHE NDIOUCK SA"
"101786";"ENTREPRISE MAPATHE NDIOUCK SA"
"101787";"ENTREPRISE MAPATHE NDIOUCK SA"
"101788";"ENTREPRISE MAPATHE NDIOUCK SA"
"101789";"ENTREPRISE MAPATHE NDIOUCK SA"
"101790";"ENTREPRISE MAPATHE NDIOUCK SA"
"101791";"ENTREPRISE MAPATHE NDIOUCK SA"
"103162";"ENTREPRISE MAPATHE NDIOUCK SA"
"103163";"ENTREPRISE MAPATHE NDIOUCK SA"
"103164";"ENTREPRISE MAPATHE NDIOUCK SA"
"103165";"ENTREPRISE MAPATHE NDIOUCK SA"
"103166";"ENTREPRISE MAPATHE NDIOUCK SA"
"103167";"ENTREPRISE MAPATHE NDIOUCK SA"
"103168";"ENTREPRISE MAPATHE NDIOUCK SA"
"103169";"ENTREPRISE MAPATHE NDIOUCK SA"
"103170";"ENTREPRISE MAPATHE NDIOUCK SA"
"103171";"ENTREPRISE MAPATHE NDIOUCK SA"
"103172";"ENTREPRISE MAPATHE NDIOUCK SA"
"103173";"ENTREPRISE MAPATHE NDIOUCK SA"
"103174";"ENTREPRISE MAPATHE NDIOUCK SA"
"103175";"ENTREPRISE MAPATHE NDIOUCK SA"
"103600";"ENTREPRISE MAPATHE NDIOUCK SA"
"105801";"ENTREPRISE MAPATHE NDIOUCK SA"
"103504";"ENABEL DAKAR"
"103505";"ENABEL DAKAR"
"104228";"ENABEL DAKAR"
"104229";"ENABEL DAKAR"
"104230";"ENABEL DAKAR"
"104231";"ENABEL DAKAR"
"104232";"ENABEL DAKAR"
"104252";"ENABEL DAKAR"
"103506";"ENABEL KAOLACK"
"103507";"ENABEL KAOLACK"
"103508";"ENABEL KAOLACK"
"103509";"ENABEL KAOLACK"
"103510";"ENABEL KAOLACK"
"103511";"ENABEL KAOLACK"
"103512";"ENABEL KAOLACK"
"103513";"ENABEL KAOLACK"
"103515";"ENABEL KAOLACK"
"103516";"ENABEL KAOLACK"
"103517";"ENABEL KAOLACK"
"103518";"ENABEL KAOLACK"
"90766";"EOLIS SENEGAL"
"101777";"EOLIS SENEGAL"
"101778";"EOLIS SENEGAL"
"101779";"EOLIS SENEGAL"
"101780";"EOLIS SENEGAL"
"103176";"EOLIS SENEGAL"
"103177";"EOLIS SENEGAL"
"103178";"EOLIS SENEGAL"
"90744";"FAMY SENEGAL"
"90745";"FAMY SENEGAL"
"103573";"FAMY SENEGAL"
"103574";"FAMY SENEGAL"
"103575";"FAMY SENEGAL"
"103576";"FAMY SENEGAL"
"103577";"FAMY SENEGAL"
"103578";"FAMY SENEGAL"
"103579";"FAMY SENEGAL"
"104403";"FAMY SENEGAL"
"101663";"FERA"
"101664";"FERA"
"101665";"FERA"
"101666";"FERA"
"101667";"FERA"
"101668";"FERA"
"101669";"FERA"
"103387";"FERA"
"103388";"FERA"
"103389";"FERA"
"103390";"FERA"
"113565";"FONROCHE LIGHTING SENEGAL"
"101606";"GBTC SARL"
"101607";"GBTC SARL"
"101608";"GBTC SARL"
"101609";"GBTC SARL"
"101610";"GBTC SARL"
"101611";"GBTC SARL"
"101612";"GBTC SARL"
"101613";"GBTC SARL"
"101614";"GBTC SARL"
"101615";"GBTC SARL"
"104125";"GBTC SARL"
"104126";"GBTC SARL"
"104127";"GBTC SARL"
"104128";"GBTC SARL"
"104129";"GBTC SARL"
"104130";"GBTC SARL"
"104131";"GBTC SARL"
"104132";"GBTC SARL"
"104133";"GBTC SARL"
"104134";"GBTC SARL"
"104135";"GBTC SARL"
"104136";"GBTC SARL"
"104137";"GBTC SARL"
"104138";"GBTC SARL"
"104139";"GBTC SARL"
"104140";"GBTC SARL"
"104325";"GBTC SARL"
"104326";"GBTC SARL"
"104327";"GBTC SARL"
"104328";"GBTC SARL"
"104329";"GBTC SARL"
"104330";"GBTC SARL"
"104331";"GBTC SARL"
"104332";"GBTC SARL"
"104333";"GBTC SARL"
"104334";"GBTC SARL"
"104335";"GBTC SARL"
"104336";"GBTC SARL"
"104337";"GBTC SARL"
"104338";"GBTC SARL"
"104373";"GBTC SARL"
"104374";"GBTC SARL"
"104375";"GBTC SARL"
"104376";"GBTC SARL"
"104377";"GBTC SARL"
"104378";"GBTC SARL"
"104380";"GBTC SARL"
"104381";"GBTC SARL"
"104382";"GBTC SARL"
"104383";"GBTC SARL"
"101638";"GDS"
"101639";"GDS"
"104010";"GDS"
"104014";"GDS"
"104015";"GDS"
"90753";"GECAMINES"
"101620";"GECAMINES"
"101688";"GECAMINES"
"101689";"GECAMINES"
"101690";"GECAMINES"
"101732";"GECAMINES"
"101733";"GECAMINES"
"101792";"GECAMINES"
